index,search_keywords,scrape_url,num_srp,time_stamp,user_id,store_name,item_id,store_url,item_title,item_pic,item_url,item_price,shipping_fee,item_location,reserve_price,qty_paid,review_cnt,taobao_tmall,store_rating,ratesum,favorableRate,industry,store_rating_industry_avg,rating_as_described,rad_above_avg,rad_re_avg,rating_service_attitude,rsa_above_avg,rsa_re_avg,rating_shipping,rsh_above_avg,rsh_re_avg,taobao_enterprise,rating_total,seller_reputation,other,rank
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:02,197232874,绿森数码官方旗舰店,18032630127,https://click.simba.taobao.com/cc_im?p=700d&s=212889929&k=345&e=1o3xzn1WZPW1aKEfAuZoQ2rUbNg%2BNXpfkhoubDOdHfUGmOUc53lo5OJUAWJpF0UNtdXFRGKY8fA8Zu92anR2%2BBdCJqIJWaVwI%2BCbikXMzCeAQoRIEGkwbWnZjTlaOiPNym4wtXTnf2EEdC9Q3UZ%2FK7ARNnQsOTHrxtWAVdGOJnmCMT9EaIXwG7mCMm0sYSeEwKgBFNrBFvmH3efJSpJvMxbjplKc6neJ%2Bp65qYBXk1vIVyfvL7gx7mrlLAsha92fXRggQwSuc%2B3%2F09vMxiklzIQgC6Ia64pwKaFi2hcPhhYOe%2Bomdn0%2Frn4Zuu6awVGleqnAWvF4eeRq1GzYPjV6Xw%3D%3D,12期免息送清洁器 EOS 700D套机(18-135mm),//g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/125810127323462566/TB20RSsfVXXXXa9XpXXXXXXXXXX_!!13022581-0-saturn_solar.jpg,https://click.simba.taobao.com/cc_im?p=700d&s=1306259634&k=301&e=zN7si0jrIm5ikejHVv6Hx0kM5h%2FmjnXH6%2B2B2Dy0l8%2FP9JednWhFLD1Hq9z6jjPbDv7vj3yi8RY5JeBPm9IZ9f7VjXACvN5ZTuPQzsYlE%2B56dnNZx0o2siukClke2YIgIG6qccFnJF69DArCHEhUTOhYB8EzZrZ8qvA0sggxXB6lEsnu5nSxn6mwvaxKDX2MxtK%2FhBUQ9c27ktl0NdWafBocFAp188GygL3oZQBnqV1j3IdYlLdeZiD9VOU4Co8gzL7r4M4r%2BKSHn5XXqKGYTI9uK9NSr%2BQ7uogZsp%2Bpaw8%3D,4498.00,0.00,,4499.0,18人付款,0,",,,,,,,,,,,,,掌柜热卖宝贝|||年货节精选|||年货节购物券|||天猫宝贝|||退货运费险",0
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:02,2124156138,搜酷数码专营店,44231886556,//store.taobao.com/shop/view_shop.htm?user_number_id=2124156138,【降160限量80台】蚂蚁摄影单反数码相机Canon/佳能 700D套机联保,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1UM5eLpXXXXXCXpXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=44231886556&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=0,3458.00,0.00,山东 烟台,3958.00,200人付款,1061,"tmall""","1×蓝冠""","11""",100.00%,3C数码,100%,"4.92""",1,39.94%,"4.90""",1,46.38%,"4.85""",1,33.84%,0,"100""","11""",年货节精选|||年货节购物券|||天猫宝贝|||退货运费险,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:03,2124156138,搜酷数码专营店,44796687857,//store.taobao.com/shop/view_shop.htm?user_number_id=2124156138,【送180大礼包】蚂蚁摄影单反数码相机Canon/佳能700D18-135 套机,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1cyFyLpXXXXbIXFXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=44796687857&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=0,4598.00,0.00,山东 烟台,5108.90,67人付款,252,"tmall""","1×蓝冠""","11""",100.00%,3C数码,100%,"4.92""",1,39.94%,"4.90""",1,46.38%,"4.85""",1,33.84%,0,"100""","11""",年货节精选|||年货节购物券|||天猫宝贝|||退货运费险,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:03,365616632,诚信最开心,35791346216,//store.taobao.com/shop/view_shop.htm?user_number_id=365616632,分期购 Canon/佳能 EOS 700D 套机 18-55STM 单反数码相机 700D,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1lTCxKVXXXXbHXVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=35791346216&ns=1&abbucket=0#detail,2339.00,0.10,广东 深圳,2339.00,111人付款,355,"taobao""","2×蓝冠""","12""",99.53%,3C数码,100%,"4.96""",1,78.90%,"4.97""",1,80.37%,"4.96""",1,80.40%,0,"99.53""","12""",年货节购物券|||金牌卖家|||2天内发货,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:03,1038845961,1号淘宝店,38663832002,//store.taobao.com/shop/view_shop.htm?user_number_id=1038845961,【大陆行货 全国联保】 佳能EOS 700D套机18-55 STM 18-135 STM,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB16HsdGXXXXXb5XFXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=38663832002&ns=1&abbucket=0#detail,2450.00,0.00,上海,2722.22,159人付款,583,"taobao""","1×蓝冠""","11""",99.71%,3C数码,100%,"4.99""",1,91.89%,"4.99""",1,91.14%,"4.99""",1,91.97%,0,"99.71""","11""",金牌卖家|||1天内发货,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:04,380606600,zhangweizhou8,522178542327,//store.taobao.com/shop/view_shop.htm?user_number_id=380606600,佳能700d单机佳能700d18-55套机佳能700d18-135套机 正品国行,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1CBlZKVXXXXXmXVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=522178542327&ns=1&abbucket=0#detail,2450.00,0.00,江苏 南京,3062.50,344人付款,307,"taobao""","2×蓝冠""","12""",99.59%,3C数码,100%,"4.92""",1,56.94%,"4.92""",1,50.67%,"4.92""",1,58.81%,0,"99.58""","12""",,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:04,798505308,tb3902486_11,16831203027,//store.taobao.com/shop/view_shop.htm?user_number_id=798505308,最新现货 送微距环Canon/佳能EOS 700D套机(18-55mm)STM单反相机,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1pqMFLXXXXXaTXXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=16831203027&ns=1&abbucket=0#detail,1900.00,0.00,广东 深圳,2533.33,231人付款,1241,"taobao""","2×蓝冠""","12""",99.93%,3C数码,100%,"4.97""",1,83.52%,"4.97""",1,84.21%,"4.98""",1,89.27%,0,"99.92""","12""",年货节购物券|||金牌卖家|||1天内发货|||8天退货|||退货运费险,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:05,712156420,10数码男生,40275639106,//store.taobao.com/shop/view_shop.htm?user_number_id=712156420,拍下送现金Canon/佳能70D套机18-135IS STM单反数码相机胜700D,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1n_SvLXXXXXa.XVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=40275639106&ns=1&abbucket=0#detail,4200.00,0.00,广东 深圳,4200.00,77人付款,1431,"taobao""","3×蓝冠""","13""",99.89%,3C数码,100%,"4.97""",1,86.17%,"4.98""",1,85.79%,"4.98""",1,87.26%,0,"99.89""","13""",年货节购物券|||金牌卖家,13
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:05,20807624,sheaere,36910165248,//store.taobao.com/shop/view_shop.htm?user_number_id=20807624,【十五天包退】佳能700d 套机18-55mm 18-135 STM单反相机单机EOS,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1JsvZLXXXXXcyXXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=36910165248&ns=1&abbucket=0#detail,2298.00,0.00,山东 淄博,2872.50,113人付款,667,"taobao""","4×蓝冠""","14""",99.97%,3C数码,100%,"4.93""",1,59.51%,"4.95""",1,65.55%,"4.93""",1,63.76%,0,"99.96""","14""",年货节购物券|||金牌卖家|||1天内发货|||15天退货|||退货运费险,14
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:06,724459891,时尚52shou,522731191237,//store.taobao.com/shop/view_shop.htm?user_number_id=724459891,全新正品Canon/佳能EOS 1200D套机18-55mm高清单反数码相机媲700D,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1Xau5JVXXXXXaXpXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=522731191237&ns=1&abbucket=0#detail,1600.00,0.00,广东 深圳,2000.00,156人付款,467,"taobao""","2×蓝冠""","12""",99.65%,3C数码,100%,"4.96""",1,79.43%,"4.97""",1,81.38%,"4.97""",1,82.04%,0,"99.64""","12""",年货节购物券|||金牌卖家|||9天退货|||退货运费险,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:06,1645280782,焕玲数码专营店,18151038008,//store.taobao.com/shop/view_shop.htm?user_number_id=1645280782,canon/佳能700D入门单反相机 EOS 700D 单机身 正品行货 包邮顺丰,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1fZpSLpXXXXcaXFXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=18151038008&ns=1&abbucket=0,2728.00,0.00,上海,2838.00,27人付款,287,"tmall""","1×蓝冠""","11""",100.00%,3C数码,100%,"4.91""",1,36.55%,"4.89""",1,40.06%,"4.86""",1,37.70%,0,"100""","11""",阿里年货节|||年货节购物券|||天猫宝贝|||退货运费险,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:06,2495829718,蚂蚁数码专营店,520951779438,//store.taobao.com/shop/view_shop.htm?user_number_id=2495829718,【蚂蚁摄影】正品行货 入门单反数码相机Canon/佳能 700D套机特价,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1.MoBJVXXXXbHXFXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=520951779438&ns=1&abbucket=0,3457.00,0.00,山东 烟台,3842.22,16人付款,51,"tmall""","4×钻""","9""",100.00%,3C数码,100%,"4.91""",1,38.37%,"4.91""",1,53.00%,"4.88""",1,44.64%,0,"100""","9""",天猫宝贝|||退货运费险,9
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:07,365616632,诚信最开心,45193628761,//store.taobao.com/shop/view_shop.htm?user_number_id=365616632,Canon/佳能 EOS 750D套机18-55 STM 入门级单反数码相机 胜700D,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1vQhJLpXXXXcjaXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=45193628761&ns=1&abbucket=0#detail,3179.00,0.10,广东 深圳,3179.00,163人付款,302,"taobao""","2×蓝冠""","12""",99.53%,3C数码,100%,"4.96""",1,78.90%,"4.97""",1,80.37%,"4.96""",1,80.40%,0,"99.53""","12""",年货节购物券|||金牌卖家|||2天内发货,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:07,197232874,绿森数码官方旗舰店,18032630127,//store.taobao.com/shop/view_shop.htm?user_number_id=197232874,0首付【送16G卡】Canon/佳能 EOS 700D套机(18-135mm)单反相机,//g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1LSEFKpXXXXaZXpXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=18032630127&ns=1&abbucket=0,4498.00,0.00,浙江 杭州,4499.00,18人付款,692,"tmall""","1×金冠""","16""",100.00%,手机,100%,"4.88""",1,16.11%,"4.82""",1,14.15%,"4.82""",1,13.27%,0,"100""","16""",年货节精选|||年货节购物券|||天猫宝贝|||退货运费险,16
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:08,197232874,绿森数码官方旗舰店,18208069373,//store.taobao.com/shop/view_shop.htm?user_number_id=197232874,0首付【送16G卡】Canon/ EOS 700D单机 入门单反 机身单反相机,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1LSEFKpXXXXaZXpXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=18208069373&ns=1&abbucket=0,2698.00,0.00,浙江 杭州,2789.00,6人付款,260,"tmall""","1×金冠""","16""",100.00%,手机,100%,"4.88""",1,16.11%,"4.82""",1,14.15%,"4.82""",1,13.27%,0,"100""","16""",年货节购物券|||天猫宝贝|||退货运费险,16
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:08,128710776,kidd10_06,525944151028,//store.taobao.com/shop/view_shop.htm?user_number_id=128710776,Canon/佳能 EOS 700D套机(18-55mm) 入门单反数码相机 顺丰直邮,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1uQkhLXXXXXaRXpXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=525944151028&ns=1&abbucket=0#detail,2880.00,0.00,广东 深圳,3080.00,32人付款,0,"taobao""","1×钻""","6""",100.00%,3C数码,100%,"4.99""",1,96.85%,"4.99""",1,92.72%,"5.00""",1,100.00%,0,"100""","6""",2天内发货,6
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:08,2134802284,佳能官方旗舰店,41018445749,//store.taobao.com/shop/view_shop.htm?user_number_id=2134802284,[促销] Canon/佳能 入门单反数码相机 EOS 700D 机身,//g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1SjxIKVXXXXbiXpXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=41018445749&ns=1&abbucket=0,2999.00,0.00,上海,3099.00,8人付款,32,"tmall""","2×蓝冠""","12""",100.00%,3C数码,100%,"4.86""",0,0.00%,"4.77""",-1,0.82%,"4.81""",1,12.73%,0,"100""","12""",天猫宝贝|||退货运费险,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:09,1985490049,诚信数码信誉第一,44021641588,//store.taobao.com/shop/view_shop.htm?user_number_id=1985490049,Canon/佳能 EOS 700D 套机 18-55STM 专业单反相机 正品全国联保,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1Z39mHpXXXXaoXpXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=44021641588&ns=1&abbucket=0#detail,2480.00,0.00,上海,2480.00,23人付款,137,"taobao""","5×钻""","10""",99.75%,3C数码,100%,"4.96""",1,78.89%,"4.96""",1,76.64%,"4.97""",1,84.39%,0,"99.74""","10""",年货节购物券|||1天内发货|||退货运费险,10
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:09,2134802284,佳能官方旗舰店,42070892819,//store.taobao.com/shop/view_shop.htm?user_number_id=2134802284,[促销] Canon/佳能 EOS 700D 单反套机 EF-S 18-55mm,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1WspSKVXXXXXHXXXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=42070892819&ns=1&abbucket=0,3799.00,0.00,上海,4099.00,68人付款,401,"tmall""","2×蓝冠""","12""",100.00%,3C数码,100%,"4.86""",0,0.00%,"4.77""",-1,0.82%,"4.81""",1,12.73%,0,"100""","12""",天猫宝贝|||退货运费险,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:10,838810927,时尚不打烊3,43736454825,//store.taobao.com/shop/view_shop.htm?user_number_id=838810927,Canon/佳能EOS 700D套机18-55STM18-135STM单反相机 媲70D 1200D,//g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1N3K7LXXXXXaCXVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=43736454825&ns=1&abbucket=0#detail,2360.00,0.00,广东 深圳,2360.00,354人付款,4191,"taobao""","1×蓝冠""","11""",99.86%,3C数码,100%,"4.98""",1,88.39%,"4.98""",1,89.37%,"4.98""",1,91.02%,0,"99.86""","11""",年货节购物券|||金牌卖家|||1天内发货,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:10,1809004314,棱镜数码专营店,36985471986,//store.taobao.com/shop/view_shop.htm?user_number_id=1809004314,【0首付 分期】佳能700D单机身 EOS 700D 单机身 正品 包邮,//g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1XfjuIpXXXXXDXFXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=36985471986&ns=1&abbucket=0,2698.00,0.00,上海,2818.00,3人付款,29,"tmall""","3×钻""","7""",100.00%,3C数码,100%,"4.95""",1,64.08%,"4.93""",1,64.09%,"4.94""",1,74.53%,0,"100""","8""",天猫宝贝|||退货运费险,8
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:11,712156420,10数码男生,41802068265,//store.taobao.com/shop/view_shop.htm?user_number_id=712156420,拍下送现金Canon/佳能EOS700D(18-55mm)/18-135单反数码相机70D,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1tNKsLXXXXXceXVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=41802068265&ns=1&abbucket=0#detail,2300.00,0.00,广东 深圳,2300.00,402人付款,2930,"taobao""","3×蓝冠""","13""",99.89%,3C数码,100%,"4.97""",1,86.17%,"4.98""",1,85.79%,"4.98""",1,87.26%,0,"99.89""","13""",年货节购物券|||金牌卖家,13
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:11,2141158712,添辉数码,40175359932,//store.taobao.com/shop/view_shop.htm?user_number_id=2141158712,Canon/佳能 700D套机 18-55STM 单反数码相机 正品行货 全国联保,//g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1oXWqFVXXXXc.XXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=40175359932&ns=1&abbucket=0#detail,3120.00,0.00,上海,3120.00,16人付款,25,"taobao""","5×钻""","10""",99.89%,3C数码,100%,"4.96""",1,76.61%,"4.96""",1,73.98%,"4.96""",1,76.90%,0,"99.89""","10""",年货节购物券|||金牌卖家,10
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:11,35444329,实现共同的梦想,36795689823,//store.taobao.com/shop/view_shop.htm?user_number_id=35444329,佳能700D套机18-55二手大陆国行货入门级专业高清数码单反照相机,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1bjC8HVXXXXbRXXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=36795689823&ns=1&abbucket=0#detail,1470.00,0.00,北京,1837.50,25人付款,51,"taobao""","2×蓝冠""","12""",99.57%,3C数码,100%,"4.87""",1,28.46%,"4.89""",1,27.87%,"4.88""",1,33.96%,0,"99.56""","12""",金牌卖家|||二手宝贝|||1天内发货|||8天退货|||退货运费险,12
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:12,1052463725,数码名仕,37901709799,//store.taobao.com/shop/view_shop.htm?user_number_id=1052463725,新到特促 佳能700D单反相机700D/18-55 18-135 STM套机 入门单反,//g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB12NXEKpXXXXXTXVXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=37901709799&ns=1&abbucket=0#detail,2150.00,0.00,广东 深圳,2687.50,40人付款,173,"taobao""","1×蓝冠""","11""",99.64%,3C数码,100%,"4.95""",1,74.88%,"4.95""",1,71.23%,"4.95""",1,74.71%,0,"99.63""","11""",年货节购物券|||金牌卖家|||15天退货,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:12,16143584,单车达人,524096052772,//store.taobao.com/shop/view_shop.htm?user_number_id=16143584,Canon/佳能 700d KISS X7i EOS 700D 黑色 日本直邮,//g-search2.alicdn.com/img/bao/uploaded/i4/i1/TB1zjSLKpXXXXXXXpXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=524096052772&ns=1&abbucket=0#detail,2770.00,0.00,日本,2770.00,4人付款,2,"taobao""","4×钻""","9""",99.67%,3C数码,100%,"4.92""",1,57.05%,"4.93""",1,55.35%,"4.84""",1,13.10%,0,"99.66""","9""",,9
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:13,2616970884,苏宁易购官方旗舰店,521247701927,//store.taobao.com/shop/view_shop.htm?user_number_id=2616970884,Canon/佳能 EOS 700D套机（18-55mm)数码单反相机 苏宁易购,//g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB13uPWLXXXXXXUaXXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=521247701927&ns=1&abbucket=0,3299.00,0.00,江苏 南京,3799.00,38人付款,145,"tmall""","2×金冠""","17""",100.00%,手机,100%,"4.85""",0,0.00%,"4.77""",0,0.00%,"4.74""",-1,1.03%,0,"100""","17""",年货节精选|||年货节购物券|||天猫宝贝|||退货运费险,17
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:13,838810927,时尚不打烊3,43677158704,//store.taobao.com/shop/view_shop.htm?user_number_id=838810927,Canon/佳能70D套机18-135IS STM单反数码相机胜700D超D7200 D7100,//g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1w4C1LXXXXXaZaXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=43677158704&ns=1&abbucket=0#detail,4000.00,0.00,广东 深圳,4000.00,59人付款,1229,"taobao""","1×蓝冠""","11""",99.86%,3C数码,100%,"4.98""",1,88.39%,"4.98""",1,89.37%,"4.98""",1,91.02%,0,"99.86""","11""",年货节购物券|||金牌卖家|||1天内发货,11
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:13,2399985550,启邦数码专营店,520173021982,//store.taobao.com/shop/view_shop.htm?user_number_id=2399985550,Canon/佳能700d 18-55 stm套机700D小套 佳能入门单反相机 包邮,//g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1nfx_IpXXXXbBXXXXXXXXXXXX_!!0-item_pic.jpg,//detail.tmall.com/item.htm?id=520173021982&ns=1&abbucket=0,3210.00,0.00,浙江 杭州,3458.00,5人付款,1,"tmall""","3×钻""","8""",100.00%,3C数码,100%,"4.87""",1,5.07%,"4.83""",1,10.23%,"4.85""",1,33.68%,0,"100""","8""",年货节购物券|||天猫宝贝|||退货运费险,8
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:14,1698265066,蘑菇街16888,45211975896,//store.taobao.com/shop/view_shop.htm?user_number_id=1698265066,Canon/佳能 EOS 700D套机18-55 入门单反相机 700D单机 大陆行货,//g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1RbfLKVXXXXcPXFXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=45211975896&ns=1&abbucket=0#detail,2460.00,0.00,四川 成都,3460.00,11人付款,7,"taobao""","2×钻""","7""",99.82%,3C数码,100%,"4.98""",1,90.11%,"5.00""",1,97.14%,"4.99""",1,95.11%,0,"99.81""","7""",年货节购物券|||1天内发货|||8天退货,7
700D,,https://s.taobao.com/search?q=700d&imgfile=&js=1&style=list&stats_click=search_radio_all%3A1&initiative_id=staobaoz_20160112&ie=utf8&s=0,1,2016-01-13 20:17:14,446330067,kj69668,35974273324,//store.taobao.com/shop/view_shop.htm?user_number_id=446330067,佳能700D套机 带18-55库存机 99新 送16G 0次快门支持置换,//g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1Ps4mGFXXXXafaXXXXXXXXXXX_!!0-item_pic.jpg,//item.taobao.com/item.htm?id=35974273324&ns=1&abbucket=0#detail,1500.00,22.00,上海,1500.00,15人付款,31,"taobao""","2×蓝冠""","12""",99.72%,3C数码,100%,"4.86""",1,22.27%,"4.87""",1,15.83%,"4.89""",1,40.78%,0,"99.71""","12""",二手宝贝|||退货运费险,12
