,Unnamed: 0,Author,ItemID(LIsting_id),Listing_title,URL,feature1_700d,feature2_Lense_edition,feature3,feature4,bundle_index,bundle_price,price_include_camera_or_not,accessory_total_price_only,Accessory_title,dict_index,gift_or_not,accessory_ask_seller_or_not,ask_title,services_or_not,brand,ind_brand,num_of_sizes,num_of_colors,Comments,sort number,chat_history,dict_index_alternative
0,0,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,0,2980.0,1,,,,,0.0,0.0,0.0,,0,,,,1,,
1,1,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,700D??????,DC01,1.0,0.0,0.0,0.0,,0,,,,2,,
2,2,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,?????,XB07,0.0,0.0,0.0,0.0,,0,,,,3,,
3,3,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,????,MO08,0.0,0.0,0.0,0.0,,0,,,,4,,
4,4,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???????,DK03,0.0,0.0,0.0,0.0,,0,,,,5,,
5,5,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,????,BU07,0.0,0.0,0.0,0.0,,0,,,,6,,
6,6,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,??????,SJ28,0.0,0.0,0.0,0.0,,0,,,,7,,
7,7,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,?????,JB04,0.0,0.0,0.0,0.0,,0,,,,8,,
8,8,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,????,QC02,0.0,0.0,0.0,0.0,,0,,,,9,,
9,9,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???,JZ03,0.0,0.0,0.0,0.0,,0,,,,10,,
10,10,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,??????,FD01,0.0,0.0,0.0,0.0,,0,,,,11,,
11,11,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???,SP01,0.0,0.0,0.0,0.0,,0,,,,12,,
12,12,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,?????,YK01,1.0,0.0,0.0,0.0,,0,,,,13,,
13,13,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???????UV?,UV01,1.0,0.0,0.0,0.0,,0,,,,14,,
14,14,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???,ZG01,1.0,0.0,0.0,0.0,,0,,,,15,,
15,15,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,1,3180.0,1,,???,GJ01,1.0,0.0,0.0,0.0,,0,,,,16,,
16,16,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,????C10??8G?,CC06,0.0,0.0,0.0,0.0,,0,,,,17,,
17,17,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,700D??????,DC01,1.0,0.0,0.0,0.0,,0,,,,18,,
18,18,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,?????,XB07,0.0,0.0,0.0,0.0,,0,,,,19,,
19,19,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,????,MO08,0.0,0.0,0.0,0.0,,0,,,,20,,
20,20,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???????,DK03,0.0,0.0,0.0,0.0,,0,,,,21,,
21,21,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,????,BU07,0.0,0.0,0.0,0.0,,0,,,,22,,
22,22,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,??????,SJ28,0.0,0.0,0.0,0.0,,0,,,,23,,
23,23,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,?????,JB04,0.0,0.0,0.0,0.0,,0,,,,24,,
24,24,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,????,QC02,0.0,0.0,0.0,0.0,,0,,,,25,,
25,25,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???,JZ03,0.0,0.0,0.0,0.0,,0,,,,26,,
26,26,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,??????,FD01,0.0,0.0,0.0,0.0,,0,,,,27,,
27,27,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???,SP01,0.0,0.0,0.0,0.0,,0,,,,28,,
28,28,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,?????,YK01,1.0,0.0,0.0,0.0,,0,,,,29,,
29,29,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???????UV?,UV01,1.0,0.0,0.0,0.0,,0,,,,30,,
30,30,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???,ZG01,1.0,0.0,0.0,0.0,,0,,,,31,,
31,31,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,2,3220.0,1,,???,GJ01,1.0,0.0,0.0,0.0,,0,,,,32,,
32,32,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,????C10??16G?,CC07,0.0,0.0,0.0,0.0,,0,,,,33,,
33,33,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,700D??????,DC01,1.0,0.0,0.0,0.0,,0,,,,34,,
34,34,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,?????,XB07,0.0,0.0,0.0,0.0,,0,,,,35,,
35,35,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,????,MO08,0.0,0.0,0.0,0.0,,0,,,,36,,
36,36,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???????,DK03,0.0,0.0,0.0,0.0,,0,,,,37,,
37,37,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,????,BU07,0.0,0.0,0.0,0.0,,0,,,,38,,
38,38,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,??????,SJ28,0.0,0.0,0.0,0.0,,0,,,,39,,
39,39,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,?????,JB04,0.0,0.0,0.0,0.0,,0,,,,40,,
40,40,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,????,QC02,0.0,0.0,0.0,0.0,,0,,,,41,,
41,41,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???,JZ03,0.0,0.0,0.0,0.0,,0,,,,42,,
42,42,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,??????,FD01,0.0,0.0,0.0,0.0,,0,,,,43,,
43,43,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???,SP01,0.0,0.0,0.0,0.0,,0,,,,44,,
44,44,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,?????,YK01,1.0,0.0,0.0,0.0,,0,,,,45,,
45,45,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???????UV?,UV01,1.0,0.0,0.0,0.0,,0,,,,46,,
46,46,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???,ZG01,1.0,0.0,0.0,0.0,,0,,,,47,,
47,47,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,3,3240.0,1,,???,GJ01,1.0,0.0,0.0,0.0,,0,,,,48,,
48,48,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,????C10??32G?,CC08,0.0,0.0,0.0,0.0,,0,,,,49,,
49,49,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,700D??????,DC01,1.0,0.0,0.0,0.0,,0,,,,50,,
50,50,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,?????,XB07,0.0,0.0,0.0,0.0,,0,,,,51,,
51,51,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,????,MO08,0.0,0.0,0.0,0.0,,0,,,,52,,
52,52,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???????,DK03,0.0,0.0,0.0,0.0,,0,,,,53,,
53,53,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,????,BU07,0.0,0.0,0.0,0.0,,0,,,,54,,
54,54,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,??????,SJ28,0.0,0.0,0.0,0.0,,0,,,,55,,
55,55,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,?????,JB04,0.0,0.0,0.0,0.0,,0,,,,56,,
56,56,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,????,QC02,0.0,0.0,0.0,0.0,,0,,,,57,,
57,57,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???,JZ03,0.0,0.0,0.0,0.0,,0,,,,58,,
58,58,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,??????,FD01,0.0,0.0,0.0,0.0,,0,,,,59,,
59,59,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???,SP01,0.0,0.0,0.0,0.0,,0,,,,60,,
60,60,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,?????,YK01,1.0,0.0,0.0,0.0,,0,,,,61,,
61,61,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???????UV?,UV01,1.0,0.0,0.0,0.0,,0,,,,62,,
62,62,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???,ZG01,1.0,0.0,0.0,0.0,,0,,,,63,,
63,63,Juexiao,44021641588.0,Canon/?? EOS 700D ?? 18-55STM ?????? ??????,http://world.taobao.com/item/44021641588.htm#detail,??,18-55,,,4,3280.0,1,,???,GJ01,1.0,0.0,0.0,0.0,,0,,,,64,,
64,64,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,0,2840.0,1,,,,,0.0,0.0,0.0,,0,,,,65,,
65,65,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,?? 8G 200X 30M/S SD?,CC38,0.0,0.0,0.0,0.0,,0,,,,66,,
66,66,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,67,,
67,67,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,68,,
68,68,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,???? ??CL-301,QT01,0.0,0.0,0.0,0.0,,0,,,,69,,
69,69,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,?????,FH01,0.0,0.0,0.0,0.0,,0,,,,70,,
70,70,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,Fro ???????,YK14,0.0,0.0,0.0,0.0,,0,,,,71,,
71,71,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,NISI 58mm ????UV,UV26,0.0,0.0,0.0,0.0,,0,,,,72,,
72,72,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,??Fro EW-63C?????,ZG20,1.0,0.0,0.0,0.0,,0,,,,73,,
73,73,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,1,3180.0,1,,?????,DZ02,1.0,0.0,0.0,0.0,,0,,,,74,,
74,74,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,?? 16G 200X 30M/S SD?,CC39,0.0,0.0,0.0,0.0,,0,,,,75,,
75,75,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,76,,
76,76,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,77,,
77,77,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,???? ??CL-301,QT01,0.0,0.0,0.0,0.0,,0,,,,78,,
78,78,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,?????,FH01,0.0,0.0,0.0,0.0,,0,,,,79,,
79,79,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,Fro ???????,YK14,0.0,0.0,0.0,0.0,,0,,,,80,,
80,80,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,NISI 58mm ????UV,UV26,0.0,0.0,0.0,0.0,,0,,,,81,,
81,81,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,??Fro EW-63C?????,ZG20,1.0,0.0,0.0,0.0,,0,,,,82,,
82,82,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,2,3230.0,1,,?????,DZ02,1.0,0.0,0.0,0.0,,0,,,,83,,
83,83,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,?? 32G 200X 30M/S SD?,CC40,0.0,0.0,0.0,0.0,,0,,,,84,,
84,84,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,85,,
85,85,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,86,,
86,86,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,???? ??CL-301,QT01,0.0,0.0,0.0,0.0,,0,,,,87,,
87,87,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,?????,FH01,0.0,0.0,0.0,0.0,,0,,,,88,,
88,88,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,Fro ???????,YK14,0.0,0.0,0.0,0.0,,0,,,,89,,
89,89,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,NISI 58mm ????UV,UV26,0.0,0.0,0.0,0.0,,0,,,,90,,
90,90,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,??Fro EW-63C?????,ZG20,1.0,0.0,0.0,0.0,,0,,,,91,,
91,91,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,3,3260.0,1,,?????,DZ02,1.0,0.0,0.0,0.0,,0,,,,92,,
92,92,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,?? 8G 200X 30M/S SD?,CC38,0.0,0.0,0.0,0.0,,0,,,,93,,
93,93,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,94,,
94,94,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,95,,
95,95,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,???? ??CL-301,QT01,0.0,0.0,0.0,0.0,,0,,,,96,,
96,96,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,?????,FH01,0.0,0.0,0.0,0.0,,0,,,,97,,
97,97,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,Fro ???????,YK14,0.0,0.0,0.0,0.0,,0,,,,98,,
98,98,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,NISI 58mm ????UV,UV26,0.0,0.0,0.0,0.0,,0,,,,99,,
99,99,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,??Fro EW-63C?????,ZG20,1.0,0.0,0.0,0.0,,0,,,,100,,
100,100,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,?????,DZ02,1.0,0.0,0.0,0.0,,0,,,,101,,
101,101,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,4,3260.0,1,,??LP-E8??,DC20,0.0,0.0,0.0,0.0,,0,,,,102,,
102,102,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,?? 16G 200X 30M/S SD?,CC39,0.0,0.0,0.0,0.0,,0,,,,103,,
103,103,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,104,,
104,104,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,105,,
105,105,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,???? ??CL-301,QT01,0.0,0.0,0.0,0.0,,0,,,,106,,
106,106,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,?????,FH01,0.0,0.0,0.0,0.0,,0,,,,107,,
107,107,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,Fro ???????,YK14,0.0,0.0,0.0,0.0,,0,,,,108,,
108,108,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,NISI 58mm ????UV,UV26,0.0,0.0,0.0,0.0,,0,,,,109,,
109,109,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,??Fro EW-63C?????,ZG20,1.0,0.0,0.0,0.0,,0,,,,110,,
110,110,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,?????,DZ02,1.0,0.0,0.0,0.0,,0,,,,111,,
111,111,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,5,3350.0,1,,??LP-E8??,DC20,0.0,0.0,0.0,0.0,,0,,,,112,,
112,112,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,6,3560.0,1,,?? 32G 200X 30M/S SD?,CC40,0.0,0.0,0.0,0.0,,0,,,,113,,
113,113,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,6,3560.0,1,,?????,DK01,0.0,0.0,0.0,0.0,,0,,,,114,,
114,114,Juexiao,18999829018.0,??CANON EOS 700D??????EF-S 18-55MM,http://world.taobao.com/item/18999829018.htm#detail,??,18-55,,,6,3560.0,1,,???????????,XB52,0.0,0.0,0.0,0.0,,0,,,,115,,
