ItemID,two_bundle_index,camera_model,deltaN,dic_index,dictIdx_top2,first
18999829018,"[1, 2]",700d,2,CC38,CC,1
45219159638,"[1, 2]",700d,2,DC07,DC,1
36613205733,"[1, 2]",700d,6,CC24,CC,1
36613205733,"[1, 2]",700d,6,XB35,XB,1
41599133465,"[1, 2]",700d,13,UV01,UV,1
41599133465,"[1, 2]",700d,13,MO04,MO,1
41599133465,"[1, 2]",700d,13,XB07,XB,1
41599133465,"[1, 2]",700d,13,DK01,DK,1
41599133465,"[1, 2]",700d,13,MO01,MO,1
41599133465,"[1, 2]",700d,13,FD01,FD,1
41599133465,"[1, 2]",700d,13,ZG01,ZG,1
41599133465,"[1, 2]",700d,13,SP02,SP,1
41599133465,"[1, 2]",700d,13,QT04,QT,1
41599133465,"[1, 2]",700d,13,RG01,RG,1
41599133465,"[1, 2]",700d,13,YK01,YK,1
41599133465,"[1, 2]",700d,13,FW07,FW,1
41599133465,"[1, 2]",700d,13,JC04,JC,1
43859660891,"[1, 2]",700d,2,CC24,CC,1
38708270318,"[1, 2]",700d,2,CC05,CC,1
35540978058,"[1, 2]",700d,4,CC06,CC,1
26519380192,"[1, 2]",700d,3,UV25,UV,1
521513506795,"[1, 2]",700d,2,CC05,CC,1
18053093587,"[1, 2]",700d,2,UV48,UV,1
522033862841,"[1, 2]",700d,2,CC01,CC,1
521870063421,"[1, 2]",700d,2,CC01,CC,1
522097809685,"[1, 2]",700d,2,CC05,CC,1
523776961013,"[1, 2]",700d,2,CC02,CC,1
16831203027,"[1, 2]",700d,2,CC05,CC,1
19999809846,"[1, 2]",700d,2,CC06,CC,1
20167630571,"[1, 2]",700d,4,XB35,XB,1
27462844289,"[1, 2]",700d,4,CC06,CC,1
27462844289,"[1, 2]",700d,4,UV04,UV,1
36910165248,"[1, 2]",700d,2,CC02,CC,1
37994506504,"[1, 2]",700d,2,CC05,CC,1
38663832002,"[1, 2]",700d,2,CC05,CC,1
41802068265,"[1, 2]",700d,4,CC02,CC,1
41802068265,"[1, 2]",700d,4,YK13,YK,1
43736454825,"[1, 2]",700d,2,CC06,CC,1
44231886556,"[1, 2]",700d,9,CC02,CC,1
44231886556,"[1, 2]",700d,9,FW20,FW,1
44799642380,"[1, 2]",700d,2,CC01,CC,1
45293052304,"[1, 2]",700d,2,CC38,CC,1
45410114111,"[1, 2]",700d,2,CC06,CC,1
522145128789,"[1, 2]",700d,3,CC01,CC,1
523084126902,"[1, 2]",700d,2,CC39,CC,1
18820622609,"[1, 2]",700d,3,CC07,CC,1
20186366493,"[1, 2]",700d,3,CC01,CC,1
20373091017,"[1, 2]",700d,2,CC25,CC,1
20728727154,"[1, 2]",700d,6,CC17,CC,1
20728727154,"[1, 2]",700d,6,YK05,YK,1
23896264169,"[1, 2]",700d,4,UV34,UV,1
24319152517,"[1, 2]",700d,4,CC06,CC,1
35674260254,"[1, 2]",700d,2,CC05,CC,1
36982442137,"[1, 2]",700d,4,CC06,CC,1
36982442137,"[1, 2]",700d,4,MO02,MO,1
36982442137,"[1, 2]",700d,4,UV61,UV,1
37745552927,"[1, 2]",700d,5,CC02,CC,1
37870465778,"[1, 2]",700d,5,CC19,CC,1
37870465778,"[1, 2]",700d,5,MO01,MO,1
37870465778,"[1, 2]",700d,5,QT01,QT,1
37870465778,"[1, 2]",700d,5,XB07,XB,1
37870465778,"[1, 2]",700d,5,YK01,YK,1
40148868087,"[1, 2]",700d,2,CC01,CC,1
40175359932,"[1, 2]",700d,2,CC24,CC,1
44069100271,"[1, 2]",700d,2,CC06,CC,1
522086451970,"[1, 2]",700d,2,CC06,CC,1
522743875767,"[1, 2]",700d,2,CC01,CC,1
42681494957,"[1, 2]",700d,7,CC24,CC,1
42681494957,"[1, 2]",700d,7,XB35,XB,1
37443266749,"[1, 2]",700d,2,CC06,CC,1
43452978184,"[1, 2]",700d,5,CC38,CC,1
43452978184,"[1, 2]",700d,5,UV01,UV,1
25673844634,"[1, 2]",700d,8,CC06,CC,1
23924620234,"[1, 2]",700d,4,CC06,CC,1
40452911197,"[1, 2]",700d,2,CC24,CC,1
43853759026,"[1, 2]",700d,2,CC06,CC,1
44881048637,"[1, 2]",700d,4,CC21,CC,1
37241107923,"[1, 2]",700d,3,MO01,MO,1
23969324559,"[1, 2]",700d,7,CC24,CC,1
23969324559,"[1, 2]",700d,7,XB35,XB,1
24291960195,"[1, 2]",700d,3,CC05,CC,1
43426870825,"[1, 2]",700d,4,CC20,CC,1
38631814095,"[1, 2]",700d,7,CC07,CC,1
38631814095,"[1, 2]",700d,7,XB04,XB,1
38631814095,"[1, 2]",700d,7,YK05,YK,1
44331296085,"[1, 2]",700d,3,CC02,CC,1
43473279886,"[1, 2]",700d,2,DC07,DC,1
18999829018,"[1, 3]",700d,2,CC38,CC,1
24596036343,"[1, 3]",700d,5,CC21,CC,1
36613205733,"[1, 3]",700d,7,CC24,CC,1
36613205733,"[1, 3]",700d,7,XB35,XB,1
41599133465,"[1, 3]",700d,13,UV01,UV,1
41599133465,"[1, 3]",700d,13,MO04,MO,1
41599133465,"[1, 3]",700d,13,XB07,XB,1
41599133465,"[1, 3]",700d,13,DK01,DK,1
41599133465,"[1, 3]",700d,13,MO01,MO,1
41599133465,"[1, 3]",700d,13,FD01,FD,1
41599133465,"[1, 3]",700d,13,ZG01,ZG,1
41599133465,"[1, 3]",700d,13,SP02,SP,1
41599133465,"[1, 3]",700d,13,QT04,QT,1
41599133465,"[1, 3]",700d,13,RG01,RG,1
41599133465,"[1, 3]",700d,13,YK01,YK,1
41599133465,"[1, 3]",700d,13,FW07,FW,1
41599133465,"[1, 3]",700d,13,JC04,JC,1
43859660891,"[1, 3]",700d,2,CC24,CC,1
38708270318,"[1, 3]",700d,2,CC05,CC,1
35540978058,"[1, 3]",700d,5,CC06,CC,1
26519380192,"[1, 3]",700d,5,CC07,CC,1
26519380192,"[1, 3]",700d,5,UV25,UV,1
521513506795,"[1, 3]",700d,5,XB35,XB,1
18053093587,"[1, 3]",700d,8,CC06,CC,1
18053093587,"[1, 3]",700d,8,UV48,UV,1
18053093587,"[1, 3]",700d,8,XB35,XB,1
42468840454,"[1, 3]",700d,5,CC38,CC,1
522033862841,"[1, 3]",700d,2,CC01,CC,1
521870063421,"[1, 3]",700d,3,CC01,CC,1
521870063421,"[1, 3]",700d,3,SJ01,SJ,1
522097809685,"[1, 3]",700d,4,XB35,XB,1
16831203027,"[1, 3]",700d,2,CC05,CC,1
19999809846,"[1, 3]",700d,6,CC06,CC,1
19999809846,"[1, 3]",700d,6,XB35,XB,1
20167630571,"[1, 3]",700d,6,CC06,CC,1
20167630571,"[1, 3]",700d,6,XB35,XB,1
27462844289,"[1, 3]",700d,3,CC06,CC,1
37994506504,"[1, 3]",700d,2,CC05,CC,1
38663832002,"[1, 3]",700d,2,CC05,CC,1
39237426326,"[1, 3]",700d,3,CC02,CC,1
41802068265,"[1, 3]",700d,5,CC02,CC,1
41802068265,"[1, 3]",700d,5,XB35,XB,1
43168072227,"[1, 3]",700d,5,CC38,CC,1
43168072227,"[1, 3]",700d,5,XB65,XB,1
43736454825,"[1, 3]",700d,6,CC06,CC,1
43736454825,"[1, 3]",700d,6,XB65,XB,1
44231886556,"[1, 3]",700d,14,BU01,BU,1
44231886556,"[1, 3]",700d,14,CC02,CC,1
44231886556,"[1, 3]",700d,14,FW20,FW,1
44231886556,"[1, 3]",700d,14,QC02,QC,1
44799642380,"[1, 3]",700d,2,CC01,CC,1
45293052304,"[1, 3]",700d,2,CC38,CC,1
45410114111,"[1, 3]",700d,2,CC06,CC,1
522145128789,"[1, 3]",700d,3,CC01,CC,1
18820622609,"[1, 3]",700d,5,CC07,CC,1
18820622609,"[1, 3]",700d,5,UV38,UV,1
20186366493,"[1, 3]",700d,3,CC01,CC,1
20373091017,"[1, 3]",700d,2,CC25,CC,1
20728727154,"[1, 3]",700d,8,CC17,CC,1
20728727154,"[1, 3]",700d,8,UV53,UV,1
20728727154,"[1, 3]",700d,8,YK05,YK,1
23896264169,"[1, 3]",700d,5,CC19,CC,1
23896264169,"[1, 3]",700d,5,UV34,UV,1
24319152517,"[1, 3]",700d,12,CC06,CC,1
24319152517,"[1, 3]",700d,12,UV16,UV,1
24319152517,"[1, 3]",700d,12,XB05,XB,1
35674260254,"[1, 3]",700d,2,CC05,CC,1
36982442137,"[1, 3]",700d,10,CC06,CC,1
36982442137,"[1, 3]",700d,10,DK05,DK,1
36982442137,"[1, 3]",700d,10,MO02,MO,1
36982442137,"[1, 3]",700d,10,UV61,UV,1
36982442137,"[1, 3]",700d,10,XB35,XB,1
37745552927,"[1, 3]",700d,7,CC02,CC,1
37870465778,"[1, 3]",700d,5,CC19,CC,1
37870465778,"[1, 3]",700d,5,MO01,MO,1
37870465778,"[1, 3]",700d,5,QT01,QT,1
37870465778,"[1, 3]",700d,5,XB07,XB,1
37870465778,"[1, 3]",700d,5,YK01,YK,1
40148868087,"[1, 3]",700d,2,CC01,CC,1
40175359932,"[1, 3]",700d,2,CC24,CC,1
42981617542,"[1, 3]",700d,5,CC21,CC,1
44069100271,"[1, 3]",700d,2,CC06,CC,1
522086451970,"[1, 3]",700d,2,CC06,CC,1
522743875767,"[1, 3]",700d,2,CC01,CC,1
42681494957,"[1, 3]",700d,9,CC24,CC,1
42681494957,"[1, 3]",700d,9,XB35,XB,1
37443266749,"[1, 3]",700d,2,CC06,CC,1
43452978184,"[1, 3]",700d,5,CC38,CC,1
43452978184,"[1, 3]",700d,5,UV01,UV,1
25673844634,"[1, 3]",700d,8,CC06,CC,1
23924620234,"[1, 3]",700d,4,CC06,CC,1
40452911197,"[1, 3]",700d,2,CC24,CC,1
43853759026,"[1, 3]",700d,2,CC06,CC,1
44881048637,"[1, 3]",700d,8,CC21,CC,1
44881048637,"[1, 3]",700d,8,UV34,UV,1
44881048637,"[1, 3]",700d,8,XB21,XB,1
37241107923,"[1, 3]",700d,5,CC19,CC,1
37241107923,"[1, 3]",700d,5,QT01,QT,1
37241107923,"[1, 3]",700d,5,MO01,MO,1
37241107923,"[1, 3]",700d,5,XB07,XB,1
37241107923,"[1, 3]",700d,5,YK01,YK,1
23969324559,"[1, 3]",700d,9,CC24,CC,1
23969324559,"[1, 3]",700d,9,XB35,XB,1
24291960195,"[1, 3]",700d,7,CC05,CC,1
24291960195,"[1, 3]",700d,7,XB35,XB,1
43426870825,"[1, 3]",700d,5,CC20,CC,1
38631814095,"[1, 3]",700d,10,CC07,CC,1
38631814095,"[1, 3]",700d,10,UV45,UV,1
38631814095,"[1, 3]",700d,10,XB04,XB,1
38631814095,"[1, 3]",700d,10,YK05,YK,1
36574928690,"[1, 3]",700d,7,CC17,CC,1
36574928690,"[1, 3]",700d,7,ND01,ND,1
44331296085,"[1, 3]",700d,10,CC02,CC,1
44331296085,"[1, 3]",700d,10,DK06,DK,1
44331296085,"[1, 3]",700d,10,XB07,XB,1
43473279886,"[1, 3]",700d,2,DC07,DC,1
24596036343,"[1, 4]",700d,8,CC21,CC,1
24596036343,"[1, 4]",700d,8,MO03,MO,1
40565901878,"[1, 4]",700d,6,JZ01,JZ,1
40565901878,"[1, 4]",700d,6,MO06,MO,1
40565901878,"[1, 4]",700d,6,ZG01,ZG,1
40565901878,"[1, 4]",700d,6,SP01,SP,1
40565901878,"[1, 4]",700d,6,FD01,FD,1
40565901878,"[1, 4]",700d,6,BU01,BU,1
36613205733,"[1, 4]",700d,9,CC24,CC,1
36613205733,"[1, 4]",700d,9,XB35,XB,1
41599133465,"[1, 4]",700d,13,UV01,UV,1
41599133465,"[1, 4]",700d,13,MO04,MO,1
41599133465,"[1, 4]",700d,13,XB07,XB,1
41599133465,"[1, 4]",700d,13,DK01,DK,1
41599133465,"[1, 4]",700d,13,MO01,MO,1
41599133465,"[1, 4]",700d,13,FD01,FD,1
41599133465,"[1, 4]",700d,13,ZG01,ZG,1
41599133465,"[1, 4]",700d,13,SP02,SP,1
41599133465,"[1, 4]",700d,13,QT04,QT,1
41599133465,"[1, 4]",700d,13,RG01,RG,1
41599133465,"[1, 4]",700d,13,YK01,YK,1
41599133465,"[1, 4]",700d,13,FW07,FW,1
41599133465,"[1, 4]",700d,13,JC04,JC,1
43859660891,"[1, 4]",700d,2,CC24,CC,1
38708270318,"[1, 4]",700d,4,CC05,CC,1
35540978058,"[1, 4]",700d,5,CC06,CC,1
26519380192,"[1, 4]",700d,9,CC07,CC,1
26519380192,"[1, 4]",700d,9,UV25,UV,1
26519380192,"[1, 4]",700d,9,XB44,XB,1
26519380192,"[1, 4]",700d,9,DK12,DK,1
521513506795,"[1, 4]",700d,7,CC05,CC,1
521513506795,"[1, 4]",700d,7,XB35,XB,1
18053093587,"[1, 4]",700d,8,CC06,CC,1
18053093587,"[1, 4]",700d,8,UV48,UV,1
18053093587,"[1, 4]",700d,8,XB35,XB,1
522033862841,"[1, 4]",700d,2,CC01,CC,1
521870063421,"[1, 4]",700d,3,MO06,MO,1
522097809685,"[1, 4]",700d,8,CC05,CC,1
522097809685,"[1, 4]",700d,8,XB35,XB,1
523776961013,"[1, 4]",700d,6,CC02,CC,1
16831203027,"[1, 4]",700d,10,BU01,BU,1
16831203027,"[1, 4]",700d,10,CC05,CC,1
19999809846,"[1, 4]",700d,7,XB35,XB,1
20167630571,"[1, 4]",700d,8,CC06,CC,1
20167630571,"[1, 4]",700d,8,WD01,WD,1
20167630571,"[1, 4]",700d,8,XB35,XB,1
27462844289,"[1, 4]",700d,3,CC06,CC,1
36910165248,"[1, 4]",700d,7,CC02,CC,1
37994506504,"[1, 4]",700d,4,CC05,CC,1
38663832002,"[1, 4]",700d,4,CC05,CC,1
39237426326,"[1, 4]",700d,3,CC02,CC,1
41802068265,"[1, 4]",700d,9,CC02,CC,1
41802068265,"[1, 4]",700d,9,XB35,XB,1
43168072227,"[1, 4]",700d,12,CC38,CC,1
43168072227,"[1, 4]",700d,12,DK01,DK,1
43168072227,"[1, 4]",700d,12,WJ01,WJ,1
43168072227,"[1, 4]",700d,12,XB65,XB,1
43736454825,"[1, 4]",700d,11,CC06,CC,1
43736454825,"[1, 4]",700d,11,SJ01,SJ,1
43736454825,"[1, 4]",700d,11,XB65,XB,1
44231886556,"[1, 4]",700d,17,BU01,BU,1
44231886556,"[1, 4]",700d,17,CC02,CC,1
44231886556,"[1, 4]",700d,17,FW20,FW,1
44231886556,"[1, 4]",700d,17,QC02,QC,1
44799642380,"[1, 4]",700d,2,CC01,CC,1
45410114111,"[1, 4]",700d,4,CC06,CC,1
522145128789,"[1, 4]",700d,4,CC01,CC,1
523084126902,"[1, 4]",700d,3,CC39,CC,1
18820622609,"[1, 4]",700d,8,CC07,CC,1
18820622609,"[1, 4]",700d,8,DK01,DK,1
18820622609,"[1, 4]",700d,8,JZ02,JZ,1
18820622609,"[1, 4]",700d,8,MO04,MO,1
18820622609,"[1, 4]",700d,8,MO10,MO,1
18820622609,"[1, 4]",700d,8,QC02,QC,1
18820622609,"[1, 4]",700d,8,UV38,UV,1
18820622609,"[1, 4]",700d,8,XB06,XB,1
20373091017,"[1, 4]",700d,8,CC25,CC,1
20373091017,"[1, 4]",700d,8,DC19,DC,1
20373091017,"[1, 4]",700d,8,DK13,DK,1
20373091017,"[1, 4]",700d,8,MO12,MO,1
20373091017,"[1, 4]",700d,8,QT10,QT,1
20373091017,"[1, 4]",700d,8,UV59,UV,1
20373091017,"[1, 4]",700d,8,XB06,XB,1
20373091017,"[1, 4]",700d,8,YK10,YK,1
20728727154,"[1, 4]",700d,9,CC17,CC,1
20728727154,"[1, 4]",700d,9,UV53,UV,1
20728727154,"[1, 4]",700d,9,YK05,YK,1
23896264169,"[1, 4]",700d,7,CC19,CC,1
23896264169,"[1, 4]",700d,7,UV34,UV,1
24319152517,"[1, 4]",700d,12,CC06,CC,1
24319152517,"[1, 4]",700d,12,UV16,UV,1
24319152517,"[1, 4]",700d,12,XB05,XB,1
35674260254,"[1, 4]",700d,2,CC05,CC,1
36982442137,"[1, 4]",700d,10,CC06,CC,1
36982442137,"[1, 4]",700d,10,DK05,DK,1
36982442137,"[1, 4]",700d,10,MO02,MO,1
36982442137,"[1, 4]",700d,10,UV61,UV,1
36982442137,"[1, 4]",700d,10,XB35,XB,1
37745552927,"[1, 4]",700d,11,CC02,CC,1
37870465778,"[1, 4]",700d,5,CC19,CC,1
37870465778,"[1, 4]",700d,5,MO01,MO,1
37870465778,"[1, 4]",700d,5,QT01,QT,1
37870465778,"[1, 4]",700d,5,XB07,XB,1
37870465778,"[1, 4]",700d,5,YK01,YK,1
40148868087,"[1, 4]",700d,2,SJ28,SJ,1
42981617542,"[1, 4]",700d,8,CC21,CC,1
42981617542,"[1, 4]",700d,8,MO03,MO,1
522086451970,"[1, 4]",700d,4,CC06,CC,1
522743875767,"[1, 4]",700d,2,CC01,CC,1
42681494957,"[1, 4]",700d,13,CC24,CC,1
42681494957,"[1, 4]",700d,13,UV36,UV,1
42681494957,"[1, 4]",700d,13,XB35,XB,1
43452978184,"[1, 4]",700d,6,CC38,CC,1
43452978184,"[1, 4]",700d,6,UV01,UV,1
25673844634,"[1, 4]",700d,8,CC06,CC,1
40452911197,"[1, 4]",700d,2,CC24,CC,1
44881048637,"[1, 4]",700d,11,CC21,CC,1
44881048637,"[1, 4]",700d,11,UV34,UV,1
44881048637,"[1, 4]",700d,11,XB21,XB,1
37241107923,"[1, 4]",700d,5,CC19,CC,1
37241107923,"[1, 4]",700d,5,QT01,QT,1
37241107923,"[1, 4]",700d,5,MO01,MO,1
37241107923,"[1, 4]",700d,5,XB07,XB,1
37241107923,"[1, 4]",700d,5,YK01,YK,1
23969324559,"[1, 4]",700d,13,CC24,CC,1
23969324559,"[1, 4]",700d,13,UV36,UV,1
23969324559,"[1, 4]",700d,13,XB35,XB,1
24291960195,"[1, 4]",700d,7,CC05,CC,1
24291960195,"[1, 4]",700d,7,XB35,XB,1
43426870825,"[1, 4]",700d,5,CC20,CC,1
38631814095,"[1, 4]",700d,11,CC07,CC,1
38631814095,"[1, 4]",700d,11,DC15,DC,1
38631814095,"[1, 4]",700d,11,DK01,DK,1
38631814095,"[1, 4]",700d,11,QT14,QT,1
38631814095,"[1, 4]",700d,11,SP03,SP,1
38631814095,"[1, 4]",700d,11,MO01,MO,1
38631814095,"[1, 4]",700d,11,UV45,UV,1
38631814095,"[1, 4]",700d,11,XB04,XB,1
38631814095,"[1, 4]",700d,11,XN01,XN,1
38631814095,"[1, 4]",700d,11,YK05,YK,1
38631814095,"[1, 4]",700d,11,ZG01,ZG,1
36574928690,"[1, 4]",700d,7,CC17,CC,1
36574928690,"[1, 4]",700d,7,ND01,ND,1
44331296085,"[1, 4]",700d,7,CC02,CC,1
44331296085,"[1, 4]",700d,7,DC10,DC,1
44331296085,"[1, 4]",700d,7,DK06,DK,1
44331296085,"[1, 4]",700d,7,MO02,MO,1
44331296085,"[1, 4]",700d,7,QT07,QT,1
44331296085,"[1, 4]",700d,7,UV01,UV,1
44331296085,"[1, 4]",700d,7,XB07,XB,1
44021641588,"[1, 5]",700d,15,DC01,DC,1
44021641588,"[1, 5]",700d,15,XB07,XB,1
44021641588,"[1, 5]",700d,15,MO08,MO,1
44021641588,"[1, 5]",700d,15,DK01,DK,1
44021641588,"[1, 5]",700d,15,BU01,BU,1
44021641588,"[1, 5]",700d,15,SJ28,SJ,1
44021641588,"[1, 5]",700d,15,JB01,JB,1
44021641588,"[1, 5]",700d,15,QC02,QC,1
44021641588,"[1, 5]",700d,15,JZ03,JZ,1
44021641588,"[1, 5]",700d,15,FD01,FD,1
44021641588,"[1, 5]",700d,15,SP01,SP,1
44021641588,"[1, 5]",700d,15,YK01,YK,1
44021641588,"[1, 5]",700d,15,UV01,UV,1
44021641588,"[1, 5]",700d,15,ZG01,ZG,1
44021641588,"[1, 5]",700d,15,GJ01,GJ,1
18999829018,"[1, 5]",700d,3,CC38,CC,1
24596036343,"[1, 5]",700d,8,CC21,CC,1
24596036343,"[1, 5]",700d,8,MO03,MO,1
45219159638,"[1, 5]",700d,14,DC10,DC,1
45219159638,"[1, 5]",700d,14,CD02,CD,1
45219159638,"[1, 5]",700d,14,XN09,XN,1
45219159638,"[1, 5]",700d,14,XB07,XB,1
45219159638,"[1, 5]",700d,14,BD05,BD,1
45219159638,"[1, 5]",700d,14,UV01,UV,1
45219159638,"[1, 5]",700d,14,ZG01,ZG,1
45219159638,"[1, 5]",700d,14,MS01,MS,1
45219159638,"[1, 5]",700d,14,YK01,YK,1
45219159638,"[1, 5]",700d,14,SP01,SP,1
45219159638,"[1, 5]",700d,14,DC07,DC,1
45219159638,"[1, 5]",700d,14,SJ18,SJ,1
45219159638,"[1, 5]",700d,14,MO12,MO,1
45219159638,"[1, 5]",700d,14,BU01,BU,1
40565901878,"[1, 5]",700d,6,JZ01,JZ,1
40565901878,"[1, 5]",700d,6,MO06,MO,1
40565901878,"[1, 5]",700d,6,ZG01,ZG,1
40565901878,"[1, 5]",700d,6,SP01,SP,1
40565901878,"[1, 5]",700d,6,FD01,FD,1
40565901878,"[1, 5]",700d,6,BU01,BU,1
36613205733,"[1, 5]",700d,12,CC24,CC,1
36613205733,"[1, 5]",700d,12,XB35,XB,1
36613205733,"[1, 5]",700d,12,UV36,UV,1
41599133465,"[1, 5]",700d,13,UV01,UV,1
41599133465,"[1, 5]",700d,13,MO04,MO,1
41599133465,"[1, 5]",700d,13,XB07,XB,1
41599133465,"[1, 5]",700d,13,DK01,DK,1
41599133465,"[1, 5]",700d,13,MO01,MO,1
41599133465,"[1, 5]",700d,13,FD01,FD,1
41599133465,"[1, 5]",700d,13,ZG01,ZG,1
41599133465,"[1, 5]",700d,13,SP02,SP,1
41599133465,"[1, 5]",700d,13,QT04,QT,1
41599133465,"[1, 5]",700d,13,RG01,RG,1
41599133465,"[1, 5]",700d,13,YK01,YK,1
41599133465,"[1, 5]",700d,13,FW07,FW,1
41599133465,"[1, 5]",700d,13,JC04,JC,1
35540978058,"[1, 5]",700d,5,CC06,CC,1
26519380192,"[1, 5]",700d,11,CC07,CC,1
26519380192,"[1, 5]",700d,11,UV25,UV,1
26519380192,"[1, 5]",700d,11,XB44,XB,1
26519380192,"[1, 5]",700d,11,DK12,DK,1
521513506795,"[1, 5]",700d,8,CC05,CC,1
521513506795,"[1, 5]",700d,8,XB35,XB,1
18053093587,"[1, 5]",700d,11,CC06,CC,1
18053093587,"[1, 5]",700d,11,UV48,UV,1
18053093587,"[1, 5]",700d,11,XB35,XB,1
42468840454,"[1, 5]",700d,6,CC38,CC,1
522033862841,"[1, 5]",700d,5,SJ02,SJ,1
521870063421,"[1, 5]",700d,5,CC01,CC,1
521870063421,"[1, 5]",700d,5,SJ01,SJ,1
522097809685,"[1, 5]",700d,8,CC05,CC,1
522097809685,"[1, 5]",700d,8,XB35,XB,1
523776961013,"[1, 5]",700d,6,CC02,CC,1
16831203027,"[1, 5]",700d,9,CC05,CC,1
19999809846,"[1, 5]",700d,10,CC06,CC,1
19999809846,"[1, 5]",700d,10,XB35,XB,1
20167630571,"[1, 5]",700d,8,CC06,CC,1
20167630571,"[1, 5]",700d,8,XB35,XB,1
27462844289,"[1, 5]",700d,7,CC06,CC,1
27462844289,"[1, 5]",700d,7,XB05,XB,1
36910165248,"[1, 5]",700d,7,CC02,CC,1
39237426326,"[1, 5]",700d,13,CC02,CC,1
39237426326,"[1, 5]",700d,13,DK01,DK,1
39237426326,"[1, 5]",700d,13,FD01,FD,1
39237426326,"[1, 5]",700d,13,FW20,FW,1
39237426326,"[1, 5]",700d,13,JZ03,JZ,1
39237426326,"[1, 5]",700d,13,MO01,MO,1
39237426326,"[1, 5]",700d,13,ND03,ND,1
39237426326,"[1, 5]",700d,13,QT04,QT,1
39237426326,"[1, 5]",700d,13,UV20,UV,1
39237426326,"[1, 5]",700d,13,WD01,WD,1
39237426326,"[1, 5]",700d,13,XB04,XB,1
39237426326,"[1, 5]",700d,13,YK01,YK,1
39237426326,"[1, 5]",700d,13,ZG01,ZG,1
41802068265,"[1, 5]",700d,9,CC02,CC,1
41802068265,"[1, 5]",700d,9,XB35,XB,1
43168072227,"[1, 5]",700d,11,CC38,CC,1
43168072227,"[1, 5]",700d,11,DK01,DK,1
43168072227,"[1, 5]",700d,11,XB65,XB,1
43736454825,"[1, 5]",700d,10,CC06,CC,1
43736454825,"[1, 5]",700d,10,SJ01,SJ,1
43736454825,"[1, 5]",700d,10,XB65,XB,1
44231886556,"[1, 5]",700d,12,BU01,BU,1
44231886556,"[1, 5]",700d,12,CC02,CC,1
44231886556,"[1, 5]",700d,12,DK06,DK,1
44231886556,"[1, 5]",700d,12,FW07,FW,1
44231886556,"[1, 5]",700d,12,FW13,FW,1
44231886556,"[1, 5]",700d,12,FW20,FW,1
44231886556,"[1, 5]",700d,12,JC01,JC,1
44231886556,"[1, 5]",700d,12,MO02,MO,1
44231886556,"[1, 5]",700d,12,QC02,QC,1
44231886556,"[1, 5]",700d,12,WD01,WD,1
44231886556,"[1, 5]",700d,12,XB07,XB,1
44231886556,"[1, 5]",700d,12,ZG01,ZG,1
44799642380,"[1, 5]",700d,5,SJ28,SJ,1
45293052304,"[1, 5]",700d,5,CC38,CC,1
45410114111,"[1, 5]",700d,6,CC06,CC,1
45410114111,"[1, 5]",700d,6,SJ07,SJ,1
18820622609,"[1, 5]",700d,8,CC07,CC,1
18820622609,"[1, 5]",700d,8,DK01,DK,1
18820622609,"[1, 5]",700d,8,JZ02,JZ,1
18820622609,"[1, 5]",700d,8,MO04,MO,1
18820622609,"[1, 5]",700d,8,MO10,MO,1
18820622609,"[1, 5]",700d,8,QC02,QC,1
18820622609,"[1, 5]",700d,8,UV38,UV,1
18820622609,"[1, 5]",700d,8,XB06,XB,1
20186366493,"[1, 5]",700d,4,CC01,CC,1
20373091017,"[1, 5]",700d,8,CC25,CC,1
20373091017,"[1, 5]",700d,8,DC19,DC,1
20373091017,"[1, 5]",700d,8,DK13,DK,1
20373091017,"[1, 5]",700d,8,MO12,MO,1
20373091017,"[1, 5]",700d,8,QT10,QT,1
20373091017,"[1, 5]",700d,8,UV59,UV,1
20373091017,"[1, 5]",700d,8,XB06,XB,1
20373091017,"[1, 5]",700d,8,YK10,YK,1
20728727154,"[1, 5]",700d,13,CC17,CC,1
20728727154,"[1, 5]",700d,13,DK13,DK,1
20728727154,"[1, 5]",700d,13,UV53,UV,1
20728727154,"[1, 5]",700d,13,XB52,XB,1
20728727154,"[1, 5]",700d,13,YK05,YK,1
23896264169,"[1, 5]",700d,8,CC19,CC,1
23896264169,"[1, 5]",700d,8,UV34,UV,1
24319152517,"[1, 5]",700d,13,CC06,CC,1
24319152517,"[1, 5]",700d,13,UV16,UV,1
24319152517,"[1, 5]",700d,13,XB05,XB,1
35674260254,"[1, 5]",700d,3,CC05,CC,1
36982442137,"[1, 5]",700d,13,CC06,CC,1
36982442137,"[1, 5]",700d,13,DK05,DK,1
36982442137,"[1, 5]",700d,13,MO02,MO,1
36982442137,"[1, 5]",700d,13,UV61,UV,1
36982442137,"[1, 5]",700d,13,XB35,XB,1
37745552927,"[1, 5]",700d,6,CC02,CC,1
37745552927,"[1, 5]",700d,6,DK06,DK,1
37745552927,"[1, 5]",700d,6,MO02,MO,1
37745552927,"[1, 5]",700d,6,QT04,QT,1
37745552927,"[1, 5]",700d,6,XB07,XB,1
37745552927,"[1, 5]",700d,6,ZG01,ZG,1
37870465778,"[1, 5]",700d,5,CC19,CC,1
37870465778,"[1, 5]",700d,5,MO01,MO,1
37870465778,"[1, 5]",700d,5,QT01,QT,1
37870465778,"[1, 5]",700d,5,XB07,XB,1
37870465778,"[1, 5]",700d,5,YK01,YK,1
40148868087,"[1, 5]",700d,4,CC01,CC,1
